"gender","age","height","weight","nc.score"
"2888","Male",21,182,76.6,3.66
"2889","Female",21,166,69.3,2.19
"2890","Male",21,188,84,3.72
"2891","Female",20,163,69.6,2.86
"2892","Female",22,166,68.4,1.31
"2893","Female",21,162,64.7,3.05
"2894","Male",20,185,86,1.22
"2895","Male",20,170,75,3.54
"2896","Male",21,158,65.9,2.84
"2897","Male",22,168,71.5,2.29
"2898","Male",18,176,78.2,1.09
"2899","Male",20,190,86.4,3.49
"2900","Female",20,160,64.3,1.83
"2901","Male",20,171,72.4,3.33
"2902","Female",24,164,68.5,2.82
"2903","Female",19,169,71.6,3.51
"2904","Male",20,181,78,1.41
"2905","Female",22,158,61.3,1.96
"2906","Male",22,170,67.5,1.79
"2907","Male",21,194,95.8,3
"2908","Female",22,171,70.1,1.64
"2909","Female",20,156,63.8,2.45
"2910","Female",23,167,68.7,1.05
"2911","Female",24,176,78,2.77
"2912","Female",20,164,63.8,2.91
"2913","Male",21,180,80.2,3.84
"2914","Male",19,181,74.3,1
"2915","Male",21,190,84.8,1.18
"2916","Male",20,172,74.8,3.31
"2917","Female",23,161,67.7,1.99
"2918","Female",21,153,59.6,1.28
"2919","Male",22,180,81.1,3.35
"2920","Male",24,183,81.4,2.22
"2921","Male",20,176,70,1.32
"2922","Male",60,184,80.8,2.27
"2923","Female",18,164,67.5,3.38
"2924","Male",22,176,77.7,3.78
"2925","Male",20,176,76.6,3.48
"2926","Female",22,162,62.8,1.79
"2927","Female",21,163,67.3,2.62
"2928","Female",24,167,65.7,2.1
"2929","Female",23,179,77.8,1.49
"2930","Female",25,150,66.9,1.7
"2931","Female",24,169,68.2,1.54
"2932","Female",25,162,67.5,1.07
"2933","Female",21,165,69.5,1.82
"2934","Female",19,159,59.7,1.4
"2935","Female",23,166,67.2,2.19
"2936","Female",26,159,65.1,1.35
"2937","Male",20,174,72.1,1.3
"2938","Female",21,149,61.6,1.79
"2939","Male",19,168,68.2,3.47
"2940","Male",20,175,74.8,2.28
"2941","Female",23,164,69.4,2.96
"2942","Male",21,182,82.4,2.08
"2943","Male",24,176,77.4,2.23
"2944","Female",22,154,60.8,1.42
"2945","Male",19,175,77.3,1.64
"2946","Female",20,162,61.3,1.1
"2947","Female",21,170,72.8,1.69
"2948","Female",21,153,58.1,2.92
"2949","Female",22,169,73.4,2.17
"2950","Female",20,170,76.4,1.13
"2951","Female",20,153,61.4,1.12
"2952","Female",22,163,67.8,1.18
"2953","Male",18,187,85.9,3.53
"2954","Female",21,163,68.3,2.65
"2955","Male",24,174,75,1.65
"2956","Female",19,162,65.9,1.98
"2957","Female",22,150,68,3
"2958","Male",21,175,74.6,3.8
"2959","Female",25,160,66,2.06
"2960","Male",21,188,85.2,1.13
"2961","Male",22,186,82.1,2.51
"2962","Male",23,183,80.2,1
"2963","Female",20,166,72.3,3.78
"2964","Male",20,161,65.3,1.35
"2965","Female",21,160,61.4,1.35
"2966","Male",19,180,75,1.63
"2967","Female",23,162,63.6,1.61
"2968","Female",23,172,70.9,1.08
"2969","Male",20,183,76.3,3.95
"2970","Male",21,182,82.5,1.59
"2971","Male",28,168,71.4,3.8
"2972","Male",19,186,81.4,1.02
"2973","Female",20,164,67.1,1.29
"2974","Female",22,159,65,1.05
"2975","Female",21,166,68.3,1.67
"2976","Male",19,171,74.4,2.05
"2977","Male",20,181,82.9,3.09
"2978","Female",23,169,71.9,2.95
"2979","Female",20,168,71.3,1.42
"2980","Female",21,172,69.5,2.67
"2981","Male",23,165,70.3,2.54
"2982","Female",23,155,60.4,1.09
"2983","Male",20,178,82.6,2.46
"2984","Male",24,182,82,1.42
"2985","Female",19,150,63.5,2.48
"2986","Female",22,177,75.2,1.84
"2987","Female",20,162,63.4,2.07
"2988","Female",23,166,68.5,2.63
"2989","Female",24,148,62.7,2.58
"2990","Female",20,164,65.9,1.8
"2991","Male",19,180,75.6,1.51
"2992","Male",20,192,92.8,2.63
"2993","Male",21,171,72.7,3.65
"2994","Male",22,177,77,2.42
"2995","Female",25,172,75.1,1
"2996","Male",62,174,69.1,3.28
"2997","Male",19,179,73.9,1.75
"2998","Female",20,154,61.6,2.3
"2999","Female",23,163,69.8,1.77
"3000","Female",21,157,65.6,1.7
"3001","Male",37,190,88.1,1.89
"3002","Male",24,194,91.8,1.3
"3003","Female",49,170,68.6,2.28
"3004","Male",23,169,64.5,3.53
"3005","Female",23,166,66.7,2.61
"3006","Male",21,181,78.9,2.91
"3007","Female",21,170,70.8,2.33
"3008","Male",21,166,66.9,3.14
"3009","Female",18,163,69.7,1.74
"3010","Male",21,188,83.3,2.51
"3011","Male",21,185,80.8,2.24
"3012","Female",21,156,59.8,3.28
"3013","Male",20,186,84.5,1.91
"3014","Female",21,169,70.8,1.53
"3015","Female",20,158,64.8,1.91
"3016","Male",20,163,65,3.05
"3017","Female",23,154,56.1,2.19
"3018","Male",28,163,61.8,1.23
"3019","Female",20,160,64.9,1.12
"3020","Male",42,183,82.1,2.45
"3021","Male",22,176,72,1.02
"3022","Female",21,172,70.9,1.17
"3023","Male",19,183,81,1.07
"3024","Male",20,173,73.1,2.99
"3025","Male",20,175,72.8,2.12
"3026","Female",19,168,72.3,1.18
"3027","Female",20,164,61.3,2.29
"3028","Female",22,157,64.8,2.87
"3029","Male",24,177,77.4,1.37
"3030","Male",20,171,73.5,1.94
"3031","Female",24,172,72.5,1.64
"3032","Female",20,156,62.5,1.14
"3033","Female",20,150,62.8,2.63
"3034","Female",20,151,61.5,2.56
"3035","Female",20,163,65.2,2.58
"3036","Male",22,181,78.7,1.27
"3037","Male",22,181,77.7,1.29
"3038","Male",25,176,75.9,1.41
"3039","Male",21,167,67.6,3.31
"3040","Female",48,151,63.4,1.34
"3041","Female",22,165,66.9,3.07
"3042","Male",20,188,84,1.42
"3043","Male",19,185,83,1.21
"3044","Male",25,175,74.7,2.68
"3045","Female",25,158,63.2,1.3
"3046","Female",55,170,69,1.02
"3047","Female",21,170,69.4,1.4
"3048","Male",21,176,70,3.06
"3049","Male",20,176,74.2,1.01
"3050","Female",24,167,69.5,1.52
"3051","Female",21,164,66.8,1.14
"3052","Female",21,163,66.4,1.45
"3053","Male",23,194,92.1,2.85
"3054","Female",21,163,61.5,1.2
"3055","Male",30,182,79.5,1.12
"3056","Male",21,196,98.1,2.5
"3057","Female",19,162,63.4,1.07
"3058","Female",23,169,71.7,2.83
"3059","Female",20,161,64.9,3.97
"3060","Male",23,177,73.1,2.69
"3061","Male",25,168,68,1.56
"3062","Male",20,184,79.4,2.14
"3063","Female",19,156,66.1,2.59
"3064","Female",21,165,66.1,1.13
"3065","Male",19,176,72.9,2.41
"3066","Male",21,180,79.2,1.24
"3067","Female",20,162,65.3,2.46
"3068","Female",26,166,67.5,2.81
"3069","Female",19,170,74,2.94
"3070","Female",25,162,66.9,1.29
"3071","Female",21,159,62.8,3.4
"3072","Female",20,171,64.8,1.64
"3073","Male",55,171,69.1,3.06
"3074","Male",20,162,67.4,1.5
"3075","Male",23,168,68.6,1.72
"3076","Male",25,188,84.7,2.25
"3077","Male",24,173,75.7,1.69
"3078","Male",20,194,95.2,2.56
"3079","Male",21,182,79.2,2.5
"3080","Female",20,151,59.6,1.09
"3081","Female",22,166,64.8,2.06
"3082","Female",22,156,59.8,1.84
"3083","Male",20,177,79.7,1.75
"3084","Female",20,162,68.9,2.46
"3085","Female",20,156,58.7,1.54
"3086","Female",21,160,63.4,1.51
"3087","Female",22,159,66.2,2.48
"3088","Female",20,154,61.4,1.44
"3089","Female",22,164,69.1,2.04
"3090","Male",23,185,84.9,1.67
"3091","Female",23,151,59.1,3.13
"3092","Male",25,191,89,2.16
"3093","Male",20,172,73.3,2.8
"3094","Female",21,168,70.4,1.03
"3095","Female",19,149,65.1,1.13
"3096","Male",25,180,81.6,1.49
"3097","Male",21,177,75,1.27
"3098","Male",19,194,98.6,3.73
"3099","Female",20,155,62.5,2.25
"3100","Male",22,169,66.8,1.12
"3101","Female",21,157,61.1,2.11
"3102","Male",22,179,79.4,1.1
"3103","Female",20,160,66.8,3.23
"3104","Female",22,164,67.6,1.65
"3105","Female",21,159,66.3,1.55
"3106","Female",22,167,68,1.52
"3107","Female",23,164,63.9,1.52
"3108","Female",22,164,64.3,3.12
"3109","Male",19,178,75,2.63
"3110","Male",52,173,72.9,1.49
"3111","Female",22,158,66,3.13
"3112","Male",22,178,74.5,2.71
"3113","Female",21,156,65.8,1.87
"3114","Male",23,180,80.6,3.28
"3115","Male",20,178,80.2,2.29
"3116","Female",21,168,68,1.01
"3117","Male",20,186,84.9,2.24
"3118","Female",38,163,63.6,1.96
"3119","Female",19,169,70.2,1.13
"3120","Female",24,162,65.7,3.11
"3121","Male",24,173,74.3,2.23
"3122","Male",23,169,67.1,3.78
"3123","Male",21,192,92.9,1.46
"3124","Male",22,174,73,3.38
"3125","Female",21,168,67.9,2.23
"3126","Male",21,188,87.3,3.37
"3127","Female",21,146,56.9,3.59
"3128","Female",23,174,69.4,2.89
"3129","Female",23,149,56.5,3.1
"3130","Female",21,172,72.6,1.99
"3131","Female",26,165,65.3,1.66
"3132","Male",21,180,78.9,3.36
"3133","Male",21,192,90.9,3.65
"3134","Male",20,185,83.7,2.22
"3135","Female",22,150,57.8,1.62
"3136","Male",20,185,80.9,3.35
"3137","Male",22,170,71,2.7
"3138","Female",18,180,80.2,1.22
"3139","Male",21,169,66.1,1.19
"3140","Female",21,157,63.8,2.16
"3141","Male",22,181,77.8,2.07
"3142","Male",24,163,69.6,2.84
"3143","Female",43,152,59.4,1.58
"3144","Female",22,157,64.7,2.08
"3145","Male",20,187,82.6,3.09
"3146","Female",20,152,61.1,1.74
"3147","Male",21,178,80.3,1.27
"3148","Male",21,177,74.5,3.52
"3149","Female",20,150,56.2,3.02
"3150","Female",21,160,66,3.28
"3151","Male",19,172,68.6,1.27
"3152","Female",21,166,68.1,2.56
"3153","Male",63,180,77.5,2.05
"3154","Male",20,178,75.3,3.35
"3155","Male",19,191,89.6,2.41
"3156","Male",22,179,76.5,1.56
"3157","Female",24,152,62.1,1.61
"3158","Female",20,156,59.9,1.65
"3159","Male",20,171,71.8,1.65
"3160","Male",19,182,78.2,3.29
"3161","Female",22,163,69,1.41
"3162","Male",21,168,70.2,1.14
"3163","Male",21,155,61.8,2.74
"3164","Female",22,159,65,3.5
"3165","Female",23,158,67.2,3.85
"3166","Male",25,166,68.7,1.77
"3167","Male",18,186,81.2,2.75
"3168","Female",20,143,54.7,3.2
"3169","Female",25,160,67.6,1.53
"3170","Male",20,187,86.7,1.91
"3171","Female",21,177,76.1,1.14
"3172","Female",22,152,58.6,1.91
"3173","Female",25,170,71.2,3.14
"3174","Female",21,173,75.4,2.18
"3175","Female",22,167,70.4,1.16
"3176","Female",21,164,65.9,2.56
"3177","Female",21,160,62.4,1.26
"3178","Male",21,183,82.7,2.16
"3179","Female",23,166,69.7,1.05
"3180","Female",21,158,63.2,3.95
"3181","Female",21,156,66.4,1.21
"3182","Male",21,187,82.2,1.44
"3183","Male",20,171,73.1,1.4
"3184","Male",19,182,79.2,1.36
"3185","Male",19,191,92.9,1.43
"3186","Female",20,168,68.4,1.16
"3187","Male",23,180,80.3,3.14
"3188","Male",20,179,79.7,3.17
"3189","Male",19,165,70.6,2.86
"3190","Female",21,149,58.8,2.22
"3191","Female",21,153,61.4,1.03
"3192","Female",19,170,68.8,2.47
"3193","Female",19,171,73.5,2.13
"3194","Female",21,155,59.6,2.57
"3195","Female",21,164,72.4,3.08
"3196","Male",19,178,75.2,1.31
"3197","Male",24,181,79.6,1.17
"3198","Female",20,169,75.9,3.28
"3199","Male",20,173,72.2,1.04
"3200","Male",20,169,66.4,3.48
"3201","Male",21,171,74.2,3.52
"3202","Male",20,186,85.8,1.95
"3203","Male",19,170,72.8,1.42
"3204","Male",21,180,74.7,1.24
"3205","Female",19,159,64.5,3.61
"3206","Male",20,185,86.5,1.45
"3207","Female",19,156,62.8,3.28
"3208","Female",21,164,69.9,2.72
"3209","Female",22,163,72.3,1.16
"3210","Female",22,160,62.6,2.98
"3211","Female",22,186,81.6,3.56
"3212","Female",24,164,64.6,1.46
"3213","Male",22,186,83.6,1.6
"3214","Male",22,146,61.4,2.12
"3215","Female",23,170,71.8,1.85
"3216","Female",21,163,65,2.44
"3217","Female",42,167,69.2,2.48
"3218","Female",22,150,61.4,1.34
"3219","Male",19,184,78.7,2.09
"3220","Female",23,152,63.4,2.93
"3221","Male",20,195,91.3,1.69
"3222","Female",20,176,78.5,1.48
"3223","Male",26,181,76.7,1.31
"3224","Female",21,151,58.9,2.54
"3225","Female",19,165,72.7,2.95
"3226","Male",48,175,75.8,3.57
"3227","Female",23,155,60.3,1.72
"3228","Male",22,189,91.9,1.14
"3229","Female",20,169,68.7,1.72
"3230","Male",21,189,85.4,2.87
"3231","Male",23,175,70.5,2.17
"3232","Female",21,165,66.2,1.14
"3233","Female",20,160,60.7,2.54
"3234","Male",22,176,75.2,2.52
"3235","Male",21,180,80.1,2.22
"3236","Female",20,175,78.4,1.63
"3237","Female",21,157,64.7,3.89
"3238","Female",19,161,66.9,2.21
"3239","Female",20,164,66.6,2.58
"3240","Female",21,156,63.3,1.75
"3241","Male",20,175,76.5,1.9
"3242","Male",21,186,81.2,1.16
"3243","Male",21,185,82.2,1.32
"3244","Male",21,195,95,1.45
"3245","Female",19,168,69.2,1.17
"3246","Male",21,181,82.4,2.18
"3247","Female",25,165,66.2,3.19
"3248","Female",21,163,66.9,1.96
"3249","Female",21,170,73.7,2.55
"3250","Female",21,170,70.1,1.24
"3251","Female",18,170,73.6,1.5
"3252","Female",23,150,62.1,2.12
"3253","Male",20,180,78.3,1.5
"3254","Female",21,172,69.5,1.99
"3255","Female",22,168,70,2
"3256","Female",22,167,68.3,1.76
"3257","Female",23,175,74.8,2.31
"3258","Male",21,176,78.1,1.05
"3259","Female",19,156,62.5,3.7
"3260","Male",24,167,66.6,2.99
"3261","Male",22,174,69.9,1.24
"3262","Male",21,179,76.9,3.16
"3263","Male",34,180,79.7,1.15
"3264","Male",23,176,72.1,1.85
"3265","Female",28,157,62.7,1.56
"3266","Male",45,176,78,3.57
"3267","Male",20,188,91.7,2.06
"3268","Female",20,152,61.4,2.84
"3269","Female",21,177,76.7,1.98
"3270","Male",22,179,79.1,1.17
"3271","Male",21,175,72.9,2.41
"3272","Female",24,159,62,2.38
"3273","Female",22,179,79.1,2.16
"3274","Male",22,175,76.3,2.37
"3275","Male",19,176,74.1,1.45
"3276","Male",42,168,72.3,2.28
"3277","Female",21,159,62.8,2.32
"3278","Female",18,169,72.1,1.66
"3279","Male",19,176,73.7,1.38
"3280","Male",19,181,79.6,1.06
"3281","Female",20,156,62.7,3.17
"3282","Female",20,168,75.8,2.8
"3283","Male",60,179,81.5,1.22
"3284","Female",18,171,69.2,1.01
"3285","Female",25,164,64.6,2.03
"3286","Male",23,180,76.6,2.05
"3287","Female",20,156,68.6,1.31
"3288","Female",20,165,68.5,2.59
"3289","Male",22,176,72.2,1.95
"3290","Male",21,191,86.7,2.31
"3291","Female",20,154,64.4,1.81
"3292","Female",22,146,59.3,1.49
"3293","Female",24,159,60.7,3.16
"3294","Male",22,168,66.4,1.96
"3295","Male",20,179,75.7,1.35
"3296","Male",23,192,89.5,2.66
"3297","Female",19,149,61.7,2.73
"3298","Male",22,170,69,1.26
"3299","Female",43,156,61.3,3.49
"3300","Male",18,189,86.9,3.35
"3301","Male",21,176,76.6,1.18
"3302","Male",18,180,79.1,1.46
"3303","Male",21,182,79.9,2.44
"3304","Female",22,169,67.1,3.18
"3305","Male",21,178,75.9,2.82
"3306","Male",22,177,75.5,2.15
"3307","Male",19,183,81.4,3.26
"3308","Female",24,152,62.1,2.18
"3309","Male",23,195,94.2,1.42
"3310","Female",22,164,64.9,2.32
"3311","Male",21,167,68.8,3.05
"3312","Male",22,184,84.9,2.18
"3313","Female",22,158,65,1.75
"3314","Female",24,167,71.8,2.06
"3315","Female",20,166,66.3,1.18
"3316","Female",18,166,70.7,2.31
"3317","Male",22,178,77.9,2.28
"3318","Male",21,190,87.1,3.4
"3319","Male",22,170,73.1,1.64
"3320","Female",19,159,61,2.12
"3321","Male",24,180,76.9,3.44
"3322","Male",25,165,69.3,2.11
"3323","Male",20,180,79.8,3.61
"3324","Female",19,174,79.1,1.58
"3325","Female",22,160,67.7,2.89
"3326","Male",21,189,91.2,3.04
"3327","Male",22,179,80,1.43
"3328","Male",24,175,72,1.53
"3329","Female",20,156,59.5,3.99
"3330","Male",19,180,76.6,1.01
"3331","Male",20,189,89.7,3.19
"3332","Female",20,168,67.1,2.07
"3333","Male",25,169,73.1,1.25
"3334","Male",23,176,74,1.46
"3335","Male",22,177,72.8,2.27
"3336","Male",23,196,98.8,1.71
"3337","Male",23,171,72.9,1.56
"3338","Male",21,174,71.3,1.88
"3339","Male",22,179,79.4,1.44
"3340","Female",18,170,67.9,3.93
"3341","Female",23,168,69.4,2.15
"3342","Male",38,182,78,3.96
"3343","Female",20,159,66,1.44
"3344","Male",21,175,77.6,1.86
"3345","Female",22,167,69.8,3.06
"3346","Male",21,183,80.7,1.59
"3347","Female",20,158,63,3.23
"3348","Female",21,162,63.5,3.32
"3349","Male",22,182,83.4,2.16
"3350","Male",22,170,74.7,3.68
"3351","Male",22,175,73.5,1.24
"3352","Female",22,158,61.9,2
"3353","Male",23,184,79.7,2.92
"3354","Female",24,170,72.5,1.43
"3355","Male",22,183,80.7,2
"3356","Male",35,173,70.2,2.08
"3357","Male",22,182,82.2,2.86
"3358","Female",19,168,64.4,3.69
"3359","Female",23,173,68.9,3.79
"3360","Female",21,150,58.8,2.34
"3361","Female",22,161,64.7,1.01
"3362","Female",21,168,72.7,4
"3363","Female",21,164,64.2,1.93
"3364","Male",24,187,88,1.21
"3365","Female",19,168,69.7,3.7
"3366","Male",19,168,74.3,1.63
"3367","Female",23,174,73.2,1.63
"3368","Male",21,177,73.5,1.98
"3369","Male",26,156,63.8,1.38
"3370","Male",20,182,80.1,3.28
"3371","Male",23,183,80.4,1.35
"3372","Female",21,173,74.5,1.58
"3373","Male",22,181,79.9,1.02
"3374","Male",25,178,75.5,1.98
"3375","Female",20,180,78.7,2.69
"3376","Male",25,166,67.6,1.82
"3377","Female",21,180,77.8,1.83
"3378","Female",21,165,67.9,2.1
"3379","Male",18,183,79,2.91
"3380","Male",20,172,75.5,2.28
"3381","Male",20,178,73.5,1.36
"3382","Male",25,190,90.8,1.35
"3383","Male",20,186,88.4,2.96
"3384","Female",22,159,66.3,1.12
"3385","Male",52,175,73.1,3.33
"3386","Male",22,184,87.8,1.89
"3387","Female",24,162,64.2,1.82
"3388","Female",22,168,69.2,2.81
"3389","Female",21,160,64.9,2.43
"3390","Male",21,169,65.7,1.23
"3391","Female",20,164,65.6,2.43
"3392","Female",22,156,63.1,1.27
"3393","Female",19,164,69.8,2.39
"3394","Male",19,177,73.5,2.7
"3395","Male",21,184,85.8,3.06
"3396","Female",20,167,67.7,3.06
"3397","Male",23,168,67.9,1.84
"3398","Female",19,146,61.4,1.39
"3399","Female",21,160,73.3,1.09
"3400","Female",62,167,69.8,1.18
"3401","Male",20,179,76.5,2.19
"3402","Male",20,182,81.6,2.23
"3403","Female",21,168,70.5,2.56
"3404","Female",33,174,74.1,2.23
"3405","Male",22,183,83.5,2.65
"3406","Male",21,188,90,1.54
"3407","Female",22,165,66.4,2.49
"3408","Female",54,162,70.5,3.16
"3409","Female",24,175,73.4,1.45
"3410","Female",25,154,64.5,1.17
"3411","Male",23,182,81.5,1
"3412","Male",22,178,74.3,3.77
"3413","Male",21,165,69.6,1.11
"3414","Female",20,171,75.8,1.6
"3415","Female",21,162,67.1,1.13
"3416","Male",20,175,72.3,1.36
"3417","Female",26,157,63.4,2.2
"3418","Male",56,175,71.1,2.92
"3419","Male",23,182,80.3,2.66
"3420","Male",20,162,64.5,1.78
"3421","Male",44,185,83.6,1.03
"3422","Male",21,191,95,1.58
"3423","Male",19,171,69.9,3.43
"3424","Female",22,170,72.5,1.86
"3425","Male",26,167,66.9,2.82
"3426","Male",24,178,75,2.73
"3427","Female",26,172,70.8,1.26
"3428","Female",19,162,64.3,3.45
"3429","Male",22,176,72,1.94
"3430","Male",26,162,67.4,3.23
"3431","Male",22,176,81,1.75
"3432","Female",20,167,66,1.03
"3433","Male",23,167,65.7,3.71
"3434","Male",19,178,76.2,3.7
"3435","Male",22,177,74.2,3.63
"3436","Male",21,161,67.3,3.99
"3437","Female",21,151,60.6,1.48
"3438","Male",21,188,86.5,1.98
"3439","Female",23,162,66.7,2.21
"3440","Female",21,166,72.6,3.53
"3441","Female",22,170,69.7,1.29
"3442","Male",20,182,79.5,1.2
"3443","Female",24,174,77.4,1.31
"3444","Male",20,179,80.1,1.05
"3445","Male",23,188,81.2,3.99
"3446","Male",21,181,76.9,3.06
"3447","Male",20,166,69.9,1.62
"3448","Female",20,158,58.7,1.66
"3449","Male",20,169,70.9,3.16
"3450","Female",23,147,55.4,1.46
"3451","Female",21,156,61,3.35
"3452","Female",22,142,55.3,2.81
"3453","Male",20,183,79.6,1.4
"3454","Female",19,171,70.4,1.11
"3455","Female",20,176,77.2,1.06
"3456","Female",19,171,73.4,1.06
"3457","Male",21,170,71.6,3.54
"3458","Male",22,180,82.6,2.84
"3459","Male",23,179,81.2,1.61
"3460","Male",18,182,74.8,1.95
"3461","Female",20,184,85,2.19
"3462","Female",21,148,60.5,1.28
"3463","Female",22,157,62,1.24
"3464","Male",26,170,73.4,1.31
"3465","Male",21,174,71.8,1.04
"3466","Female",19,159,67.6,1.02
"3467","Female",18,146,56.5,1.66
"3468","Female",36,173,73,1.14
"3469","Female",21,165,64.9,1.28
"3470","Female",20,160,64.9,1.61
"3471","Female",20,168,70.4,3.62
"3472","Male",20,176,75.7,2.44
"3473","Female",21,166,66.6,1.03
"3474","Male",19,166,63.5,2.17
"3475","Male",22,183,78.5,1.72
"3476","Male",21,174,78.1,2.06
"3477","Male",21,189,90.1,1.2
"3478","Female",19,166,68.9,1.62
"3479","Female",20,170,67.5,1.4
"3480","Male",24,188,88.5,2.01
"3481","Female",22,156,65.3,1.47
"3482","Male",20,172,73.7,3.76
"3483","Female",21,167,68,1.39
"3484","Female",64,175,70.8,1.46
"3485","Male",21,170,69.2,1.44
"3486","Male",22,177,75.1,3.25
"3487","Male",21,187,85.6,3.8
"3488","Female",23,164,72,3.68
"3489","Female",22,166,69.7,1.53
"3490","Male",19,169,68.9,2.79
"3491","Male",19,178,80.5,2.28
"3492","Male",25,189,89.1,2.12
"3493","Male",57,170,71.2,2.98
"3494","Female",19,164,68.5,1.1
"3495","Male",20,194,95.2,1.32
"3496","Male",23,179,73.8,2.49
"3497","Female",22,163,63,2.88
"3498","Female",22,156,61.8,2.14
"3499","Female",25,172,69.5,3.43
"3500","Female",19,161,68.2,3.85
"3501","Male",20,173,72.3,3.68
"3502","Female",21,160,62.6,1.26
"3503","Female",22,148,58.3,1.46
"3504","Female",21,153,60.7,2.51
"3505","Female",23,172,72.9,3.71
"3506","Male",19,177,77.9,3
"3507","Female",19,163,69.2,1.99
"3508","Female",21,178,79.5,2.49
"3509","Male",25,172,72.9,1.14
"3510","Female",21,159,64.4,1.52
"3511","Female",21,161,63.9,1.43
"3512","Female",24,162,63.2,2.66
"3513","Female",22,174,73.5,1.95
"3514","Female",21,164,68.9,1.57
"3515","Male",20,187,87.9,2.46
"3516","Female",22,172,72.3,2.93
"3517","Male",19,176,76.6,1.1
"3518","Female",20,155,57.1,1.16
"3519","Female",24,153,60.7,1.07
"3520","Male",20,167,69.8,2.76
"3521","Male",22,181,83.2,1.77
"3522","Female",21,162,66.3,1.14
"3523","Male",21,192,94.1,1.09
"3524","Female",22,162,65.5,3.82
"3525","Male",19,175,75.3,2.37
"3526","Male",20,179,74.5,1.25
"3527","Male",19,179,78.8,1.14
"3528","Female",19,169,69.5,2.04
"3529","Female",24,147,61.1,2
"3530","Female",20,171,69.3,1.77
"3531","Male",24,192,89.8,2.83
"3532","Male",18,174,72.8,3.02
"3533","Male",20,180,82.7,2.18
"3534","Female",23,163,66.6,1.6
"3535","Male",22,188,88,2.22
"3536","Male",21,177,74.1,3.12
"3537","Male",22,187,82.7,2.38
"3538","Female",21,164,65.1,1.68
"3539","Female",19,166,72.1,1.89
"3540","Female",21,172,73,3.39
"3541","Male",23,175,72.9,2.22
"3542","Male",18,180,79.3,1.29
"3543","Female",23,172,70.3,1.48
"3544","Female",19,171,73.7,1.98
"3545","Male",19,179,81.1,1.9
"3546","Male",21,170,73.4,1.38
"3547","Male",20,181,82.7,1.53
"3548","Male",63,187,86.6,3.53
"3549","Female",22,158,64,3.81
"3550","Female",23,158,62.9,1.23
"3551","Male",21,182,79.4,2.78
"3552","Male",21,182,84.1,1.25
"3553","Male",22,180,77.6,1.45
"3554","Female",19,169,69.2,3.2
"3555","Male",20,182,80.5,1.27
"3556","Female",19,176,77.8,1.58
"3557","Female",24,158,65.3,1.54
"3558","Female",45,167,71.9,3.21
"3559","Male",20,183,78.3,2.04
"3560","Female",23,168,70.1,3.11
"3561","Female",22,170,69.6,1.75
"3562","Female",21,162,64.6,2.66
